id|text|experiencer|emotion|cause|selected
7594A|I felt ... when I read an article in the Times about David Baddiel's cat dying.|WRITER|sadness|David Baddiel's cat dying|True
7594B|I felt ... when I read an article in the Times about David Baddiel's cat dying.|WRITER|sadness|I read an article in the Times about David Baddiel's cat dying|True
7594C|I felt ... when I read an article in the Times about David Baddiel's cat dying.|WRITER|sadness|I read an article|True
7594C|I felt ... when I read an article in the Times about David Baddiel's cat dying.|David Baddiel|sadness|David Baddiel's cat dying.|True
7594D|I felt ... when I read an article in the Times about David Baddiel's cat dying.|David Baddiel|sadness|David Baddiel's cat dying|True
8009B|I felt...because I didn't really want my eldest son to come over for Christmas when I should have left old feelings aside.|my eldest son|anger|I didn't really want my eldest son to come over for Christmas|True
8009D|I felt...because I didn't really want my eldest son to come over for Christmas when I should have left old feelings aside.|my eldest son|sadness|I didn't really want my eldest son to come over for Christmas when I should have left old feelings aside|True
7475A|I felt ... when my lover Pierre-Guillaume left me for another woman.|another woman|joy|my lover Pierre-Guillaume left me for another woman|True
7475A|I felt ... when my lover Pierre-Guillaume left me for another woman.|WRITER|sadness|my lover Pierre-Guillaume left me for another woman|True
7475B|I felt ... when my lover Pierre-Guillaume left me for another woman.|WRITER|sadness|my lover Pierre-Guillaume left me for another woman|True
7475C|I felt ... when my lover Pierre-Guillaume left me for another woman.|another woman|joy|my lover Pierre-Guillaume left me for another woman.|True
7475C|I felt ... when my lover Pierre-Guillaume left me for another woman.|WRITER|sadness|my lover Pierre-Guillaume left me for another woman.|True
7475D|I felt ... when my lover Pierre-Guillaume left me for another woman.|another woman|joy|my lover Pierre-Guillaume left me for another woman|True
7475D|I felt ... when my lover Pierre-Guillaume left me for another woman.|WRITER|sadness|my lover Pierre-Guillaume left me for another woman|True
8025A|I felt ... because I had hit my goal for the day.|WRITER|joy|I had hit my goal for the day|True
8025B|I felt ... because I had hit my goal for the day.|WRITER|joy|I had hit my goal for the day|True
8025C|I felt ... because I had hit my goal for the day.|WRITER|joy|I had hit my goal for the day.|True
8025D|I felt ... because I had hit my goal for the day.|WRITER|joy|I had hit my goal for the day|True
8055A|I felt ... when my current boyfriend asked me to be exclusive with him. I really liked him and was glad he felt the same way and wanted things to go in the same direction.|my current boyfriend|joy|he felt the same way and wanted things to go in the same direction|True
8055A|I felt ... when my current boyfriend asked me to be exclusive with him. I really liked him and was glad he felt the same way and wanted things to go in the same direction.|WRITER|joy|he felt the same way and wanted things to go in the same direction|True
8055B|I felt ... when my current boyfriend asked me to be exclusive with him. I really liked him and was glad he felt the same way and wanted things to go in the same direction.|my current boyfriend|joy|my current boyfriend asked me to be exclusive with him|True
8055B|I felt ... when my current boyfriend asked me to be exclusive with him. I really liked him and was glad he felt the same way and wanted things to go in the same direction.|WRITER|joy|my current boyfriend asked me to be exclusive with him|True
8055C|I felt ... when my current boyfriend asked me to be exclusive with him. I really liked him and was glad he felt the same way and wanted things to go in the same direction.|WRITER|joy|my current boyfriend asked me to be exclusive with him.|True
8055D|I felt ... when my current boyfriend asked me to be exclusive with him. I really liked him and was glad he felt the same way and wanted things to go in the same direction.|my current boyfriend|joy|my current boyfriend asked me to be exclusive with him|True
8055D|I felt ... when my current boyfriend asked me to be exclusive with him. I really liked him and was glad he felt the same way and wanted things to go in the same direction.|WRITER|joy|my current boyfriend asked me to be exclusive with him|True
8147A|I felt...because I ate a sausage that was horrible.|WRITER|disgust|I ate a sausage that was horrible|True
8147B|I felt...because I ate a sausage that was horrible.|WRITER|disgust|I ate a sausage that was horrible|True
8147C|I felt...because I ate a sausage that was horrible.|WRITER|disgust|I ate a sausage that was horrible.|True
8147D|I felt...because I ate a sausage that was horrible.|WRITER|disgust|I ate a sausage that was horrible|True
7494A|I felt ... at a recent news story, where a rapist was trying to get sole custody of the child that resulted from the rape.|the child that resulted from the rape|fear|a rapist was trying to get sole custody of the child that resulted from the rape|True
7494A|I felt ... at a recent news story, where a rapist was trying to get sole custody of the child that resulted from the rape.|WRITER|surprise|a rapist was trying to get sole custody of the child that resulted from the rape|True
7494B|I felt ... at a recent news story, where a rapist was trying to get sole custody of the child that resulted from the rape.|WRITER|anger|a rapist was trying to get sole custody of the child that resulted from the rape|True
7494C|I felt ... at a recent news story, where a rapist was trying to get sole custody of the child that resulted from the rape.|WRITER|anger|a rapist was trying to get sole custody of the child that resulted from the rape.|True
7494D|I felt ... at a recent news story, where a rapist was trying to get sole custody of the child that resulted from the rape.|WRITER|anger|a rapist was trying to get sole custody of the child that resulted from the rape|True
8183A|I felt...when my parents stopped me from following the career path I wanted when I was a teenager because it wasn't a traditional career.|WRITER|sadness|my parents stopped me from following the career path I wanted|True
8183A|I felt...when my parents stopped me from following the career path I wanted when I was a teenager because it wasn't a traditional career.|my parents|fear|my parents stopped me from following the career path I wanted|True
8183B|I felt...when my parents stopped me from following the career path I wanted when I was a teenager because it wasn't a traditional career.|WRITER|anger|my parents stopped me from following the career path I wanted|True
8183C|I felt...when my parents stopped me from following the career path I wanted when I was a teenager because it wasn't a traditional career.|WRITER|anger|my parents stopped me from following the career path I wanted|True
